site_label,name,price,price_min,price_max,options_count,spec,image_url,url,site_key,crawled_at,error
성호씨그마 (Sigma-Aldrich),"Tubing for Peristaltic Pump, Masterflex® / 정량펌프용 튜빙, Platinum Silicon","122,400","122,400","389,000",10,"Tubing for Peristaltic Pump, Masterflex® / 정량펌프용 튜빙, Platinum Silicon",https://img.daihan-sci.com/sellerzone/00319/product/img/500/1_-5411467723668386931.jpg,https://shsigma.co.kr/shop/PDNN18052900028?sqstr=master%20flex,shsigma.co.kr,2026-05-01T18:34:08.548232,
